CNPJ_CIA,DENOM_SOCIAL,SIT,DT_REG,DT_CONST,DT_CANCEL
22.531.842/0001-02,BANCO DO PROGRESSO S.A.,CANCELADA,7/20/1977,,1/9/2007
52.940.319/0001-09,BANCO FENICIA SA,CANCELADA,7/20/1977,,11/6/1995
33.098.518/0001-69,BANCO FININVEST SA,CANCELADA,7/20/1977,,6/12/1998
53.518.684/0001-84,BANCO HSBC S.A.,CANCELADA,11/4/1985,,2/1/2000
53.518.684/0001-84,BANCO HSBC S.A.,CANCELADA,6/6/2005,12/15/2003,9/14/2015
31.895.683/0001-16,BANCO INDUSTRIAL DO BRASIL,CANCELADA,3/7/2008,3/31/1988,11/14/2018
00.416.968/0001-01,BANCO INTER S.A.,,,,
92.723.550/0001-57,BANCO ITABANCO S/A,CANCELADA,7/20/1977,,3/8/1996
17.298.092/0001-30,BANCO ITAU BBA  S.A.,CANCELADA,7/20/1977,7/28/1967,8/29/2003
49.925.225/0001-48,BANCO ITAULEASING S.A.,CANCELADA,5/29/1981,1/12/1978,11/7/2007
17.184.037/0001-10,BANCO MERCANTIL BRASIL SA,ATIVO,7/20/1977,1/1/1940,
34.169.557/0001-72,BANCO MERCANTIL DE INVESTIMENTOS S.A.,ATIVO,7/20/1977,3/26/1971,
61.065.421/0001-95,BANCO MERCANTIL DE SÃO PAULO SA,CANCELADA,7/20/1977,11/26/1938,9/30/2003
30.723.886/0001-62,BANCO MODAL S.A.,CANCELADA,4/28/2021,7/29/1980,7/31/2023
17.157.777/0001-67,BANCO NACIONAL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,ATIVO,7/20/1977,2/3/1944,
43.073.394/0001-10,BANCO NOSSA CAIXA S/A,CANCELADA,10/14/2005,1/1/1917,11/30/2009
59.285.411/0001-13,BANCO PAN SA,ATIVO,11/12/2007,1/1/1991,
62.144.175/0001-20,BANCO PINE S/A,ATIVO,3/27/2007,5/1/1997,
62.307.848/0001-15,BANCO RCI BRASIL S.A.,ATIVO,4/29/2008,9/12/1968,
17.156.514/0001-33,BANCO REAL SA,CANCELADA,7/20/1977,,4/28/2000
58.160.789/0001-28,BANCO SAFRA S/A,CANCELADA,7/20/1977,,12/27/1990
90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,ATIVO,3/2/2007,8/9/1985,
60.700.556/0001-12,BANCO SANTANDER NOROESTE SA,CANCELADA,7/20/1977,,6/30/1999
33.517.640/0001-22,BANCO SANTANDER S.A.,CANCELADA,7/20/1977,,12/16/1992
60.889.128/0001-80,BANCO SOFISA SA,CANCELADA,4/26/2007,2/17/1961,11/24/2016
60.942.638/0001-73,BANCO SUDAMERIS BRASIL SA,CANCELADA,7/20/1977,1/1/1949,5/25/2007
00.086.413/0001-30,BANCO ÚNICO S.A.,CANCELADA,7/20/1977,,8/9/1990
61.024.352/0001-71,BANCO VOITER S.A.,CANCELADA,7/10/2007,3/28/1967,2/10/2021
63.081.004/0001-61,BANCOCIDADE LEASING ARR MERC SA,CANCELADA,8/8/1983,11/3/1970,11/18/2003
01.210.645/0001-11,BANEB LEASING SA ARREND MERC,CANCELADA,6/25/1996,,6/20/2000
62.527.346/0001-08,BANESTADO LEASING SA ARR MERC,CANCELADA,10/29/1984,,2/22/2001
76.550.748/0001-20,BANESTADO SA CRED FIN E INV,CANCELADA,7/20/1977,,9/12/1989
39.813.605/0001-37,BANESTES LEASING SA ARR MERC,CANCELADA,12/15/1995,10/15/1993,3/1/2005
28.127.603/0001-78,BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO,ATIVO,7/20/1977,6/17/1936,
33.550.104/0001-29,BANEX S/A - CRÉDITO,,,,
07.216.674/0001-77,BANFORT-BANCO FORTALEZA S.A.,CANCELADA,7/20/1977,9/13/1966,1/9/2007
92.791.813/0001-65,BANKAMERICA COMERCIAL E PARTICIPAÇÕES S. A.,CANCELADA,7/20/1977,,12/14/1989
01.377.222/0001-90,BANKBOSTON COMPANHIA HIPOTECÁRIA,CANCELADA,10/7/1997,12/1/1995,1/26/2004
11.558.657/0001-95,BANORTE BANCO INVEST SA,CANCELADA,1/27/1972,,8/9/1990
10.781.524/0001-10,BANORTE CRED FIN E INVEST SA,CANCELADA,7/20/1977,,8/9/1990
10.925.675/0001-03,BANORTE CRED IMOBILIARIO SA,CANCELADA,7/20/1977,,8/9/1990
34.260.158/0001-12,BANORTE LEASING ARRENDAMENTO MERCANTIL SA EM LIQUIDAÇÃO EXTRAJUDICIAL,CANCELADA,5/12/1992,10/17/1974,7/18/2006
92.721.232/0001-57,BANRISUL ARMAZENS GERAIS SA,ATIVO,10/18/1996,11/12/1953,
92.692.979/0001-24,BANRISUL S.A.  ADMINISTRADORA DE CONSÓRCIOS,CANCELADA,11/29/1995,9/10/2005,12/17/2010
92.934.215/0001-06,BANRISUL SOLUÇÕES EM PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO,CANCELADA,9/27/2018,7/2/1969,11/7/2022
61.578.159/0001-82,BANYLSA TECELAGEM DO BRASIL SA,CANCELADA,10/1/1980,,6/17/1993
10.809.341/0001-66,BAPTISTA DA SILVA PARTICIPAÇÕES E PROJETOS SA,CANCELADA,10/30/1984,12/21/1965,1/4/2010
49.033.814/0001-11,BARBER GREENE BRASIL INDUSTRIA E COMERCIO SA,CANCELADA,11/26/1971,,3/22/2005
60.851.615/0001-53,BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL,ATIVO,11/26/1969,2/11/1911,
10.608.405/0001-60,BARI SECURITIZADORA S.A.,CANCELADA,12/29/2009,10/28/2008,6/1/2022
15.125.339/0001-91,BARRETTO ARAUJO PROD CACAU SA,CANCELADA,5/16/1984,,1/4/2010
35.082.277/0001-95,BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,CANCELADA,5/21/2020,8/26/2019,6/30/2022
09.462.140/0001-56,BASEL PARTICIPAÇÕES S/A,CANCELADA,8/7/2008,12/29/2007,9/22/2017
48.539.407/0001-18,BASF BRAS SA INDS QUIMICAS,CANCELADA,2/24/1981,,3/24/1992
61.064.937/0001-15,BATES SA,CANCELADA,7/20/1977,,11/29/1989
61.374.161/0001-30,BAUMER SA,ATIVO,5/20/1970,12/28/1955,
17.344.597/0001-94,BB SEGURIDADE PARTICIPAÇÕES S.A.,ATIVO,4/25/2013,12/20/2012,
31.546.476/0001-56,BB-LEASING SA ARRENDAMENTO MERCANTIL,CANCELADA,10/30/1991,7/17/1987,9/11/2006
13.004.577/0001-13,BBC ADM E PARTICIPAÇÃO-EM LIQUIDAÇÃO ORDINÁRIA,CANCELADA,1/30/1981,,7/18/2006
37.623.907/0001-17,BBC LEASING ARREND MERCANTIL-EM LIQUIDAÇÃO ORDINÁRIA,CANCELADA,2/21/1995,,7/18/2006
01.107.327/0001-20,BBM LOGÍSTICA S.A.,ATIVO,2/27/2019,3/6/1996,
00.162.760/0001-03,BBV LEASING BRASIL SA ARR MERC,CANCELADA,4/27/1995,,7/1/1999
19.276.528/0001-16,BCBF PARTICIPAÇÕES S.A.,CANCELADA,9/16/2019,10/21/2013,5/25/2023
60.885.100/0001-74,BCO AUXILIAR SA,CANCELADA,12/2/1969,,1/30/1991
76.484.575/0001-99,BCO BAMERINDUS INVS SA,CANCELADA,7/20/1977,,11/10/1988
60.885.092/0001-66,BCO BRADESCO INVESTIMENTO SA,CANCELADA,7/20/1977,,11/26/1992
33.132.044/0001-24,BCO CEDULA SA,CANCELADA,7/20/1977,,9/22/1992
13.007.703/0001-93,BCO CREDIPLAN SA,CANCELADA,7/20/1977,,7/10/1996
61.100.046/0001-77,BCO INV AMERICA SUL SA,CANCELADA,7/20/1977,,5/19/1989
17.180.399/0001-32,BCO MAISONNAVE DE INV SA,CANCELADA,5/21/1976,,1/10/1989
33.222.241/0001-34,BCO NACIONAL INVS SA,CANCELADA,7/20/1977,,6/18/1991
61.391.090/0001-83,BCO SAVENA SA,CANCELADA,7/20/1977,,12/28/1984
87.125.019/0001-42,BCO SUL BRASILEIRO SA,CANCELADA,2/20/1973,,6/10/1985
40.432.544/0001-47,BCP S/A,CANCELADA,2/16/2000,4/7/1992,6/18/2004
92.691.328/0001-10,BCR BCO CREDITO REAL SA,CANCELADA,7/20/1977,,2/8/1999
01.608.571/0001-76,BELAPART SA,CANCELADA,4/23/1997,4/23/1997,5/26/2017
14.200.618/0001-00,BELEZA PARTICIPAÇÕES SA,CANCELADA,12/12/2011,6/15/2011,9/25/2018
28.564.391/0001-96,BELPRATO SA,CANCELADA,5/19/1989,,3/21/2006
82.373.077/0001-71,BEMATECH  S/A,CANCELADA,4/17/2007,9/21/1990,2/16/2016
09.042.817/0001-05,BEMOBI MOBILE TECH S.A.,ATIVO,2/8/2021,8/28/2007,
61.288.916/0001-83,BENZENEX SA ADUBOS E INSET,CANCELADA,8/17/1971,,3/30/1999
09.400.937/0001-29,BERNA PARTICIPAÇÕES SA,CANCELADA,7/31/2008,12/29/2007,8/11/2014
00.510.570/0001-21,BESC SA ARRENDAMENTO MERCANTIL,CANCELADA,9/19/1995,6/11/1994,4/13/2010
04.381.091/0001-03,BETA SA INDUSTRIA E COMERCIO,CANCELADA,12/23/1980,12/23/1967,11/13/2007
07.021.459/0001-10,BETA SECURITIZADORA S/A,CANCELADA,5/11/2005,9/15/2004,10/30/2019
02.762.124/0001-30,BETAPART PARTICIPAÇÕES SA,ATIVO,11/6/1998,8/27/1998,
60.627.346/0001-46,BETUMARCO SA ENGENHARIA INDUSTRIA COMERCIO,CANCELADA,7/20/1977,,11/22/2006
43.425.008/0001-02,BFB LEASING S.A. ARRENDAMENTO MERCANTIL,CANCELADA,2/21/1983,,2/8/1991
43.425.008/0001-02,BFB LEASING S.A. ARRENDAMENTO MERCANTIL,CANCELADA,12/1/1992,7/28/1972,5/24/2012
25.635.129/0001-05,BFC BANCO SA,CANCELADA,7/20/1977,,7/16/1990
04.987.555/0001-20,BGPAR SA,CANCELADA,1/6/2004,12/30/2001,10/26/2011
08.723.106/0001-25,BHG S.A. - BRAZIL HOSPITALITY GROUP,CANCELADA,7/12/2007,3/14/2007,7/13/2015
07.112.325/0001-05,BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,CANCELADA,4/18/2005,10/1/2004,5/30/2018
56.992.423/0001-90,BICICLETAS MONARK SA,ATIVO,12/1/1971,5/25/1948,
16.921.603/0001-66,BIOBRAS SA,CANCELADA,12/19/1974,,11/27/2002
04.752.991/0001-10,BIOMM SA,ATIVO,8/19/2002,9/19/2001,
04.069.709/0001-02,BIONEXO S.A.,ATIVO,6/2/2021,9/13/2000,
15.527.906/0001-36,BIOSEV S.A.,CANCELADA,7/12/2012,9/1/1982,6/25/2021
49.341.506/0001-53,BIRMANN SA COM. E EMPREEND.,CANCELADA,8/23/1982,,11/3/1989
58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,ATIVO,1/11/2019,12/9/1987,
60.637.238/0001-54,BLUE TECH SOLUTIONS EQI S.A.,ATIVO,3/14/1985,6/16/1972,
66.542.002/0001-10,BLUE TREE HOTELS & RESORTS DO BRASIL SA,CANCELADA,9/15/1998,7/1/1991,2/1/2008
24.921.465/0001-43,BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A,ATIVO,9/23/2021,4/5/2016,
20.451.953/0001-83,BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A,CANCELADA,11/11/2015,3/27/2014,6/1/2022
46.521.357/0001-16,BMD LEASING SA ARREND MERC,CANCELADA,12/13/1995,,4/2/1998
34.265.561/0001-34,BMG LEASING S.A. -  ARREND. MERCANTIL,CANCELADA,12/5/1980,5/17/1971,8/12/2019
61.146.577/0001-09,BNC BRAZIL LTDA,CANCELADA,7/20/1977,1/1/1929,8/27/2001
00.383.281/0001-09,BNDES PARTICIPAÇÕES S.A. - BNDESPAR,ATIVO,1/13/1998,1/10/1982,
10.807.374/0001-77,BOA SAFRA SEMENTES S.A,ATIVO,4/19/2021,4/7/2009,
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,CANCELADA,9/28/2020,3/4/2010,10/18/2023
42.419.846/0001-00,BOAVISTA SA ARREND MERCANTIL,CANCELADA,12/23/1983,,10/16/1989
42.419.846/0001-00,BOAVISTA SA ARREND MERCANTIL,CANCELADA,12/11/1995,1/1/1975,11/12/2003
33.528.720/0001-83,BOAVISTA SA CRED FIN E INV,CANCELADA,7/20/1977,,6/22/1990
17.387.473/0001-96,BOCAIUVA TEXTIL SA,CANCELADA,6/24/1971,,3/22/1999
10.894.123/0001-77,BOLERO PARTICIPAÇÕES SA,CANCELADA,5/27/2010,4/23/2009,6/18/2015
08.936.812/0001-55,BOLSA DE MERCADORIAS & FUTUROS - BM&F S/A,CANCELADA,11/28/2007,7/1/1985,5/8/2008
00.257.846/0001-01,BOMBRIL HOLDING SA,CANCELADA,1/12/1996,10/25/1995,8/18/2011
50.564.053/0001-03,BOMBRIL SA,ATIVO,9/26/1984,1/14/1948,
97.422.620/0001-50,BOMPREÇO BAHIA SA,CANCELADA,6/22/1994,2/22/1994,2/17/2006
13.004.510/0001-89,BOMPRECO SA SUPERMERCADO DO NE,CANCELADA,12/13/1995,1/1/1935,2/6/2002
01.269.202/0001-04,BOMPRECO TRUST RECEBIVEIS SA,CANCELADA,7/12/1996,,4/9/1999
02.117.801/0001-67,BONAIRE PARTICIPAÇÕES S.A.- EM LIQUIDAÇÃO,ATIVO,11/3/1997,8/29/1997,
84.583.608/0001-86,BONATO SA COM E INDUSTRIA,CANCELADA,7/20/1977,,3/11/1992
60.858.586/0001-51,BONFIGLIOLI COML CONSTRUT SA,CANCELADA,12/20/1982,,9/5/1991
96.734.884/0001-87,BORBONITE SA IND DE BORRACHAS,CANCELADA,2/26/1970,,10/1/1992
91.302.034/0001-96,BORELLA SA IND E COMERCIO,CANCELADA,12/3/1980,,1/21/1987
33.323.742/0001-07,BORGHOFF SA,CANCELADA,7/20/1977,,5/7/1999
60.943.388/0001-96,BORLEM SA EMPREEND INDUSTRIAIS,CANCELADA,5/20/1981,,3/10/1999
87.870.952/0001-44,BORRACHAS VIPAL S.A.,ATIVO,10/21/2022,12/7/1971,
00.183.435/0001-19,BOSFORO PARTICIPACOES SA,CANCELADA,10/17/1994,,9/21/1999
43.458.421/0001-73,BOSTON EXPORTADORA IMPORT SA,CANCELADA,3/10/1997,,3/17/1998
61.087.581/0001-35,BOTUCATU TÊXTIL S. A.,CANCELADA,6/2/1982,6/3/1965,7/9/2012
08.695.953/0001-23,BOVESPA HOLDING SA,CANCELADA,10/23/2007,1/31/2007,8/29/2008
15.483.430/0001-89,BPMB I PARTICIPAÇÕES S.A.,CANCELADA,3/22/2013,4/2/2012,9/15/2015
10.739.356/0001-03,BR ADVISORY PARTNERS PARTICIPACOES S.A.,ATIVO,5/13/2021,3/12/2009,
11.102.250/0001-59,BR HOME CENTERS S.A.,CANCELADA,9/30/2015,7/13/2009,11/8/2019
06.977.745/0001-91,BR MALLS PARTICIPAÇOES S.A.,ATIVO,1/4/2006,5/26/2004,
06.977.751/0001-49,BR PROPERTIES S.A.,CANCELADA,1/4/2006,5/26/2004,12/20/2023
06.977.751/0001-49,BR PROPERTIES S.A.,CANCELADA,1/4/2006,5/26/2004,12/20/2023
14.206.371/0001-39,BR TOWERS SPE1 S.A.,CANCELADA,9/20/2013,8/16/2011,12/5/2018
62.868.302/0001-33,BRADESCO BCN LEASING S/A ARR MERCANTIL,CANCELADA,7/20/1977,1/1/1970,9/1/2004
47.509.120/0001-82,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,CANCELADA,6/12/1985,,9/15/1989
47.509.120/0001-82,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,CANCELADA,4/6/1998,11/5/1981,6/18/2001
47.509.120/0001-82,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,ATIVO,11/24/2004,1/1/2002,
43.833.821/0001-11,BRADESCO LEASING S.A. ARREND. MERCANTIL,CANCELADA,6/24/1981,,7/4/1989
43.833.821/0001-11,BRADESCO LEASING S.A. ARREND. MERCANTIL,CANCELADA,11/27/1990,11/9/1973,2/28/2003
60.885.068/0001-27,BRADESCO TURISMO SA ADM E SERV,CANCELADA,4/5/1971,,6/15/1988
03.847.461/0001-92,BRADESPAR S/A,ATIVO,8/7/2000,3/30/2000,
61.782.769/0001-01,BRADESPLAN PARTICIPAÇOES SA,CANCELADA,3/2/1999,8/11/1967,2/7/2006
68.587.724/0001-17,BRAFCO SA,CANCELADA,7/7/1994,,12/20/2005
17.246.695/0001-99,BRAFER INDL SA PRODS SIDERURG,CANCELADA,7/20/1977,,3/7/1995
61.149.084/0001-14,BRAMPAC SA,CANCELADA,3/14/1956,,9/19/2000
01.187.338/0001-67,BRASCAN IMOBILIARIA SA,CANCELADA,1/22/1999,7/1/1997,7/10/2003
84.489.996/0001-30,BRASIL & MOVIMENTOS S/A,CANCELADA,6/9/2006,12/1/1993,3/30/2009
04.833.448/0001-47,BRASIL BELEM HOTEIS E TURISMO SA,CANCELADA,8/8/1974,,1/4/2010
66.890.369/0001-25,BRASIL BETON SA,CANCELADA,10/24/1991,,5/25/1995
09.478.309/0001-66,BRASIL BIOFUELS S.A.,ATIVO,12/15/2023,4/11/2008,
00.311.787/0001-02,BRASIL CENTRAL HOTEIS E TUR SA,CANCELADA,2/28/1973,,12/30/1998
02.457.269/0001-27,BRASIL FERROVIAS S.A.,CANCELADA,6/12/1998,6/2/1998,7/17/2008
33.206.475/0001-98,BRASIL OITICICA S/A,CANCELADA,1/9/1987,,3/22/2005
06.022.461/0001-41,BRASIL OLEOS INDUSTRIA COMERCIO SA BRASOLEO,CANCELADA,7/20/1977,,12/20/2005
12.610.764/0001-88,BRASIL PLURAL SECURITIZADORA S.A.,CANCELADA,11/9/2010,8/18/2010,4/30/2018
13.483.537/0001-00,BRASIL SECURITIZADORA S.A.,CANCELADA,12/12/2017,4/6/2011,7/9/2021
35.764.708/0001-01,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.,ATIVO,5/27/2024,8/15/2019,
02.570.688/0001-70,BRASIL TELECOM PARTICIPAÇÕES SA,CANCELADA,8/19/1998,5/22/1998,9/30/2009
13.776.362/0001-10,BRASIL TRAVEL TURISMO E PARTICIPAÇÕES S/A,CANCELADA,1/30/2012,5/3/2011,9/3/2012
07.628.528/0001-59,BRASILAGRO CIA BRAS DE PROP AGRICOLAS,ATIVO,4/25/2006,9/23/2005,
05.482.166/0001-05,BRASILIANA ENERGIA SA,CANCELADA,4/15/2004,1/1/2003,9/30/2006
08.773.191/0001-36,BRASILIANA PARTICIPAÇÕES S.A.,ATIVO,6/23/2016,2/16/2007,
20.706.727/0001-04,BRASILINVEST INFORM.TELEC.S/A,CANCELADA,2/22/1983,,12/15/1995
61.064.838/0001-33,BRASILIT SA,CANCELADA,12/12/1979,,6/1/2001
33.177.734/0001-08,BRASILJUTA SA FIACAO TEC JUTA,CANCELADA,8/28/1971,,3/1/1993
60.856.820/0001-01,BRASIMET COM E INDUSTRIA SA,CANCELADA,8/6/1971,,9/15/1993
42.150.391/0001-70,BRASKEM S.A.,ATIVO,12/18/1978,6/18/1974,
60.837.689/0001-35,BRASMETAL CIA BRAS METALURGIA,CANCELADA,7/29/1969,,12/28/1990
61.084.984/0001-20,BRASMOTOR SA,CANCELADA,8/8/1969,7/25/1945,12/22/2016
01.946.997/0001-30,BRAUSTAM HOTEIS REIT SA,CANCELADA,5/14/2003,6/15/1997,7/21/2005
03.144.779/0001-07,BRAVO SECURITIZADORA S/A,CANCELADA,3/21/2005,1/1/2003,10/31/2008
10.826.798/0001-89,BRAZAL - BRASIL ALIMENTOS S.A.,CANCELADA,12/11/2009,4/30/2009,8/30/2016
14.292.540/0001-09,BRAZIL TOWER,,,,
02.762.113/0001-50,BRAZILIAN FINANCE & REAL ESTATE S.A.,ATIVO,11/10/1998,8/25/1998,
03.767.538/0001-14,BRAZILIAN SECURITIES CIA SECURITIZAÇÃO,ATIVO,9/4/2000,4/10/2000,
00.000.208/0001-00,BRB BANCO DE BRASILIA SA,ATIVO,9/24/1993,12/10/1964,
33.136.888/0001-43,BRB CRED FINANC E INVEST SA,CANCELADA,7/20/1972,,5/8/1987
08.653.753/0001-08,BRC SECURITIZADORA SA,CANCELADA,4/20/2007,1/2/2007,6/29/2020
01.838.723/0001-27,BRF S.A.,ATIVO,6/24/1997,11/23/1945,
61.068.557/0001-59,BRINQUEDOS BANDEIRANTES SA,CANCELADA,8/15/1989,,9/10/1993
61.322.731/0001-48,BRINQUEDOS MIMO SA,CANCELADA,2/10/1966,,12/20/2005
19.796.586/0001-70,BRISANET PARTICIPAÇÕES S.A.,ATIVO,7/27/2021,2/19/2014,
39.580.673/0001-01,BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.,ATIVO,11/7/2022,10/21/2020,
24.396.489/0001-20,BRK AMBIENTAL PARTICIPAÇÕES S.A.,ATIVO,10/22/2019,1/28/2016,
07.700.557/0001-84,BROOKFIELD INCORPORAÇÕES S.A.,CANCELADA,9/11/2006,1/1/1978,8/24/2016
58.877.812/0001-08,BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.,CANCELADA,9/3/2001,1/1/1988,6/14/2012
07.088.416/0001-52,BRPR 45 SECURITZADORA CRED IMOB SA,CANCELADA,12/22/2005,10/13/2004,11/14/2017
04.800.265/0001-25,BRPR 51 SECURITZADORA CRED IMOB SA,CANCELADA,3/24/2003,11/9/2001,10/5/2015
07.033.882/0001-30,BRPR 52 SECURITZADORA CRED IMOB SA,CANCELADA,2/17/2006,8/2/2004,11/3/2015
04.370.082/0001-17,BRPR 53 SECURITZADORA CRED IMOB SA,CANCELADA,5/8/2003,3/5/2001,9/13/2016
07.710.591/0001-30,BRPR 55 SECURITZADORA CRED IMOB SA,CANCELADA,1/26/2006,7/29/2005,4/8/2019
06.137.677/0001-52,BRPR 56 SECURITZADORA CRED IMOB SA,CANCELADA,2/22/2006,1/20/2004,4/13/2021
36.542.025/0001-64,BRQ SOLUÇÕES EM INFORMÁTICA S.A.,ATIVO,1/11/2016,2/26/1993,
09.462.890/0001-28,BRT HOLDING 1 SA,CANCELADA,7/31/2008,12/29/2007,12/17/2014
52.082.872/0001-40,BRUMADINHO SA MIN E METAIS,CANCELADA,8/15/1986,,8/9/2005
04.065.053/0001-41,BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.,ATIVO,12/27/2023,9/25/2000,
03.468.802/0001-19,BRZ INVESTIMENTOS S/A,CANCELADA,3/27/2008,10/18/1999,7/20/2011
60.736.279/0001-06,BS CONTINENTAL SA ULTL DOMEST,CANCELADA,3/28/1983,,3/25/1999
61.356.762/0001-10,BS INFORM E ADMINISTR SA,CANCELADA,7/20/1977,,10/4/1991
10.603.674/0001-34,BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,CANCELADA,11/19/2015,1/14/2009,6/14/2016
03.820.456/0001-96,BSB ENERGÉTICA S.A.,ATIVO,7/13/2022,3/24/2000,
68.704.923/0001-68,BSE SA,CANCELADA,1/31/2001,8/8/1997,1/19/2004
11.257.352/0001-43,BSI CAPITAL SECURITIZADORA S.A.,CANCELADA,4/17/2013,9/2/2009,12/8/2023
07.110.438/0001-71,BTG PACTUAL HOLDING PARTICIPAÇÕES S.A.,CANCELADA,4/14/2005,10/25/2004,6/24/2015
59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,CANCELADA,9/24/1991,,4/28/1999
21.948.105/0001-47,BTGI QUARTZO PARTICIPAÇÕES S.A.,ATIVO,2/19/2016,2/2/2015,
21.976.510/0001-79,BTGI SAFIRA PARTICIPAÇÕES S.A.,ATIVO,2/19/2016,2/2/2015,
28.126.928/0001-36,BUAIZ SA INDUSTRIA E COMERCIO,CANCELADA,7/20/1977,,4/5/1991
86.047.198/0001-84,BUDDEMEYER S/A,CANCELADA,10/5/2005,,4/29/2011
82.981.812/0001-20,BUETTNER SA IND E COMÉRCIO,CANCELADA,2/27/1969,7/19/1945,5/30/2018
02.109.419/0001-01,BULHOES CARVALHO F NOTES SA,CANCELADA,2/2/1998,8/20/1997,12/20/2000
84.046.101/0001-93,BUNGE ALIMENTOS SA,CANCELADA,7/20/1977,1/1/1972,10/8/2002
61.074.092/0001-49,BUNGE BRASIL SA,CANCELADA,7/20/1977,9/30/1905,10/7/2004
61.082.822/0001-53,BUNGE FERTILIZANTES SA,CANCELADA,10/7/1968,1/1/1947,10/8/2002
84.684.471/0001-56,BUSCHLE & LEPPER SA,CANCELADA,12/1/1943,,3/29/1990
01.858.774/0001-10,BV LEASING - ARRENDAMENTO MERCANTIL S/A,CANCELADA,6/23/2006,11/30/2005,6/4/2020
04.794.781/0001-94,BVA EMPREENDIMENTOS SA,CANCELADA,12/17/2003,9/25/2001,8/15/2006
00.019.388/0001-72,BWU VIDEO SA,CANCELADA,3/11/1996,,2/20/2001
45.242.914/0001-05,C&A MODAS S.A.,ATIVO,10/24/2019,1/12/1981,
58.798.612/0001-51,C. P. E. PENINSULA DO TUCURUÇUTUBA,CANCELADA,1/29/1998,10/9/1997,10/11/2006
04.030.182/0001-02,CABINDA PARTICIPAÇÕES SA,ATIVO,10/29/2001,7/31/2000,
05.336.882/0001-84,CACHOEIRA PAULISTA TRANSMISSORA DE ENERGIA SA,ATIVO,12/19/2011,10/9/2002,
20.933.354/0001-04,CACHOEIRA VELONORTE,CANCELADA,8/22/1969,,7/8/2016
04.031.213/0001-31,CACONDE PARTICIPAÇÕES SA,ATIVO,10/29/2001,7/31/2000,
31.865.728/0001-00,CAEMI MINERAÇÃO E METALURGIA S.A.,CANCELADA,10/4/1989,12/1/1987,7/18/2006
84.584.481/0001-10,CAETANO BRANCO SA,CANCELADA,7/24/1975,,7/20/1994
25.869.736/0001-21,CAFE SOLUVEL BRASILIA SA,CANCELADA,7/20/1977,8/8/1967,12/18/2014
04.038.763/0001-82,CAIANDA PARTICIPAÇÕES SA,ATIVO,10/29/2001,7/31/2000,
04.031.882/0001-03,CAICOS PARTICIPAÇÕES SA,CANCELADA,10/29/2001,7/31/2000,1/27/2005
00.979.969/0001-56,CAIXA ADM DIV PUB ESTADUAL SA,ATIVO,9/4/1996,12/28/1995,
34.020.354/0001-10,CAIXA SEGURADORA SA,CANCELADA,8/19/1996,5/22/1967,4/11/2011
22.543.331/0001-00,CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,ATIVO,12/17/2015,5/21/2015,
07.340.946/0001-46,CAJU INDUSTRIAL SA CISA,CANCELADA,10/11/1973,,3/21/2006
06.565.410/0001-66,CAJUNORTE DO BRASIL SA,CANCELADA,7/20/1977,,1/6/2004
98.408.073/0001-11,CALÇADOS AZALÉIA SA,CANCELADA,7/19/2001,12/2/1958,10/14/2008
90.261.199/0001-02,CALCADOS ORTOPE SA IND E COM,CANCELADA,5/22/1975,,5/21/1985
02.992.453/0001-77,CALIBRE PARTICIPAÇÕES S/A,CANCELADA,6/21/1999,11/20/1998,10/9/2003
67.203.208/0001-89,CAMARGO CORREA DESENVOLVIMENTO  IMOBILIARIO SA,CANCELADA,1/29/2007,1/1/1996,10/19/2012
61.088.894/0001-08,CAMBUCI SA,ATIVO,1/5/1985,11/5/1945,
64.904.295/0001-03,CAMIL ALIMENTOS S/A,ATIVO,9/26/2017,11/9/1990,
08.823.932/0001-46,CAMPINENSE INDUSTRIAS GERAIS SA,CANCELADA,11/24/1977,,3/21/2006
01.533.298/0001-68,CANADENSE SA INDUSTRIA E PNEUS AGRICOLA,CANCELADA,7/20/1977,,3/22/2005
